Gender Rank,Occupation,Gender,Individuals,Average Taxable Income $,,,,
828,Boat builder or repairer; Rigger - boat,Female,31.00,34608.00,,,,
610,Boat builder or repairer; Rigger - boat,Male,2193.00,56628.00,,,,
414,Boatswain; Deckhand; Merchant seaman; Sailor; Seafarer,Female,907.00,56107.00,,,,
237,Boatswain; Deckhand; Merchant seaman; Sailor; Seafarer,Male,8338.00,88121.00,,,,
330,Bobcat operator; Front end loader operator,Female,66.00,60843.00,,,,
486,Bobcat operator; Front end loader operator,Male,2026.00,65842.00,,,,
949,Body artist; Body piercer; Tattooist,Female,186.00,30025.00,,,,
1000,Body artist; Body piercer; Tattooist,Male,202.00,32615.00,,,,
552,Body builder - fitness; Sportsperson - other Office managers and,Female,78.00,48432.00,,,,
489,Body builder - fitness; Sportsperson - other Office managers and,Male,232.00,65770.00,,,,
145,Boiler attendant; Engine or boiler operator,Female,11.00,78548.00,,,,
332,Boiler attendant; Engine or boiler operator,Male,983.00,77891.00,,,,
585,Boilermaker; Fabricator - door or window - metal; Metal fabricator,Female,246.00,46933.00,,,,
344,Boilermaker; Fabricator - door or window - metal; Metal fabricator,Male,47845.00,77010.00,,,,
802,Book binder; Print finisher,Female,787.00,35901.00,,,,
643,Book binder; Print finisher,Male,1662.00,54479.00,,,,
430,Book editor; Script editor,Female,1236.00,55052.00,,,,
553,Book editor; Script editor,Male,355.00,61521.00,,,,
607,Bookkeeper; Registrar - school,Female,35447.00,45248.00,,,,
879,Bookkeeper; Registrar - school,Male,2788.00,41004.00,,,,
817,Bookmaker,Female,48.00,34994.00,,,,
270,Bookmaker,Male,261.00,84504.00,,,,
976,Bookmaker's clerk,Female,96.00,28660.00,,,,
918,Bookmaker's clerk,Male,206.00,37981.00,,,,
356,Botanist,Female,241.00,59520.00,,,,
337,Botanist,Male,254.00,77383.00,,,,
990,Bottle shop attendant; Cinema attendant - selling food or drink; Cosmetician; Deli assistant; Post office clerk; Retail assistant - general; Retail trainee; Salesperson - general; Shop assistant - gen,Female,191711.00,27979.00,,,,
1021,Bottle shop attendant; Cinema attendant - selling food or drink; Cosmetician; Deli assistant; Post office clerk; Retail assistant - general; Retail trainee; Salesperson - general; Shop assistant - gen,Male,83084.00,30540.00,,,,
925,Bouncer; Crowd controller,Female,425.00,31268.00,,,,
995,Bouncer; Crowd controller,Male,3878.00,33116.00,,,,
302,Boxer - sports,Male,13.00,81041.00,,,,
560,Brewery worker,Female,163.00,48068.00,,,,
421,Brewery worker,Male,1169.00,71243.00,,,,
968,Brick handler - brickworks; Kiln hand or labourer,Female,87.00,29114.00,,,,
775,Brick handler - brickworks; Kiln hand or labourer,Male,1244.00,47207.00,,,,
1058,Bricklayer,Female,14.00,23699.00,,,,
735,Bricklayer,Male,7999.00,48978.00,,,,
651,Bricklayer's labourer; Building construction labourer; Construction worker - general assistant,Female,749.00,43213.00,,,,
723,Bricklayer's labourer; Building construction labourer; Construction worker - general assistant,Male,45001.00,49625.00,,,,
405,Broadcast transmitter operator,Female,81.00,56616.00,,,,
412,Broadcast transmitter operator,Male,310.00,71966.00,,,,
312,Brothel keeper; Laundrette owner; Marina manager; Nursing agency manager; Owner - taxi; Owner-driver - taxi; Taxi proprietor; Weight loss centre manager,Female,367.00,61563.00,,,,
444,Brothel keeper; Laundrette owner; Marina manager; Nursing agency manager; Owner - taxi; Owner-driver - taxi; Taxi proprietor; Weight loss centre manager,Male,753.00,69249.00,,,,
189,Builder - professional; Project builder,Female,734.00,73029.00,,,,
377,Builder - professional; Project builder,Male,11490.00,74225.00,,,,
245,Building construction supervisor,Female,387.00,66628.00,,,,
197,Building construction supervisor,Male,19067.00,94463.00,,,,
307,Building inspector,Female,258.00,61917.00,,,,
316,Building inspector,Male,2683.00,79502.00,,,,
287,Building insulation installer,Female,18.00,63913.00,,,,
662,Building insulation installer,Male,1861.00,53280.00,,,,
149,Bulk materials handling plant operator,Female,376.00,78272.00,,,,
235,Bulk materials handling plant operator,Male,4762.00,88237.00,,,,
81,Bulldozer operator,Female,6.00,94739.00,,,,
328,Bulldozer operator,Male,517.00,78262.00,,,,
977,Bungy jump master,Male,9.00,34164.00,,,,
462,Bus conductor; Train conductor; Tram conductor; Transport conductor,Female,435.00,52830.00,,,,
393,Bus conductor; Train conductor; Tram conductor; Transport conductor,Male,1222.00,73192.00,,,,
658,Bus driver,Female,4259.00,42859.00,,,,
684,Bus driver,Male,30436.00,51917.00,,,,
408,Bus inspector; Traffic inspector; Transport operations inspector,Female,380.00,56451.00,,,,
342,Bus inspector; Traffic inspector; Transport operations inspector,Male,2145.00,77050.00,,,,
118,Business analyst,Female,14743.00,82733.00,,,,
156,Business analyst,Male,18002.00,100477.00,,,,
532,Business broker; Retail assistant - business broker; Salesperson - business broker,Female,290.00,49417.00,,,,
431,Business broker; Retail assistant - business broker; Salesperson - business broker,Male,466.00,70588.00,,,,
412,Business development officer - loans; Credit and loans officer,Female,5474.00,56274.00,,,,
395,Business development officer - loans; Credit and loans officer,Male,3737.00,73114.00,,,,
358,Business development officer - marketing; Marketing specialist,Female,17344.00,59466.00,,,,
265,Business development officer - marketing; Marketing specialist,Male,11449.00,84844.00,,,,
788,Butcher; Smallgoods maker,Female,867.00,36630.00,,,,
772,Butcher; Smallgoods maker,Male,15921.00,47438.00,,,,
739,Butler,Female,35.00,39013.00,,,,
756,Butler,Male,144.00,47924.00,,,,
209,Buyer - retail goods; Company rep. - retail buying,Female,2495.00,70710.00,,,,
192,Buyer - retail goods; Company rep. - retail buying,Male,1445.00,95527.00,,,,
1027,Cab driver; Taxi driver,Female,191.00,25854.00,,,,
1084,Cab driver; Taxi driver,Male,2056.00,24294.00,,,,
736,Cabinet maker; Furniture maker,Female,264.00,39068.00,,,,
763,Cabinet maker; Furniture maker,Male,17701.00,47808.00,,,,
748,Café manager; Canteen manager; Caterer; Restaurant manager,Female,28659.00,38650.00,,,,
777,Café manager; Canteen manager; Caterer; Restaurant manager,Male,19958.00,47168.00,,,,
1062,Café worker; Cafeteria worker; Canteen assistant; Snack bar assistant,Female,23016.00,23241.00,,,,
1091,Café worker; Cafeteria worker; Canteen assistant; Snack bar assistant,Male,5651.00,23669.00,,,,
864,Cake decorator; Pastry cook,Female,2534.00,33436.00,,,,
841,Cake decorator; Pastry cook,Male,2597.00,43183.00,,,,
266,Call centre manager; Contact centre manager,Female,2222.00,64885.00,,,,
370,Call centre manager; Contact centre manager,Male,1746.00,74725.00,,,,
872,Call centre operator - betting; Contact centre operator - betting,Female,216.00,33103.00,,,,
912,Call centre operator - betting; Contact centre operator - betting,Male,167.00,38328.00,,,,
659,Call centre operator - classified ads; Classified advertising clerk; Contact centre operator - classified ads,Female,412.00,42830.00,,,,
768,Call centre operator - classified ads; Classified advertising clerk; Contact centre operator - classified ads,Male,96.00,47696.00,,,,
730,Call centre operator - inbound calls; Call centre operator - other; Contact centre operator - inbound calls; Contact centre operator - other,Female,19043.00,39454.00,,,,
892,Call centre operator - inbound calls; Call centre operator - other; Contact centre operator - inbound calls; Contact centre operator - other,Male,10333.00,40174.00,,,,
1011,Call centre operator - outbound calls or telemarketer; Contact centre operator - outbound calls or telemarketer; Telemarketer,Female,5049.00,26498.00,,,,
1062,Call centre operator - outbound calls or telemarketer; Contact centre operator - outbound calls or telemarketer; Telemarketer,Male,3154.00,27078.00,,,,
377,Call centre team leader; Contact centre team leader,Female,2340.00,58375.00,,,,
499,Call centre team leader; Contact centre team leader,Male,1530.00,65255.00,,,,
633,"Camera operator - film, television or video; Motion picture camera operator",Female,164.00,43883.00,,,,
551,"Camera operator - film, television or video; Motion picture camera operator",Male,1881.00,61667.00,,,,
779,Camera repairer,Female,6.00,37126.00,,,,
674,Camera repairer,Male,60.00,52637.00,,,,
1073,Cane cutter,Female,618.00,22071.00,,,,
973,Cane cutter,Male,1842.00,34316.00,,,,
1071,Cane furniture maker; Cooper; Model maker - wood; Wood carver,Female,14.00,22160.00,,,,
778,Cane furniture maker; Cooper; Model maker - wood; Wood carver,Male,83.00,47006.00,,,,
792,Canvas goods maker,Female,53.00,36513.00,,,,
751,Canvas goods maker,Male,229.00,48093.00,,,,
937,Car detailer; Car wash attendant; Detailer - vehicle,Female,1529.00,30690.00,,,,
1012,Car detailer; Car wash attendant; Detailer - vehicle,Male,10953.00,31609.00,,,,
869,Car park attendant,Female,271.00,33232.00,,,,
946,Car park attendant,Male,1643.00,36082.00,,,,
407,Car salesperson; Caravan salesperson; Motor vehicle salesperson; New car salesperson; Used car salesperson,Female,1265.00,56461.00,,,,
394,Car salesperson; Caravan salesperson; Motor vehicle salesperson; New car salesperson; Used car salesperson,Male,10298.00,73146.00,,,,
645,Caravan park manager,Female,1188.00,43343.00,,,,
696,Caravan park manager,Male,1284.00,51116.00,,,,
361,Cardiac technician,Female,684.00,59408.00,,,,
289,Cardiac technician,Male,350.00,82273.00,,,,
11,Cardiologist,Female,151.00,215920.00,,,,
3,Cardiologist,Male,651.00,453253.00,,,,
20,Cardiothoracic surgeon,Female,11.00,175500.00,,,,
15,Cardiothoracic surgeon,Male,134.00,358043.00,,,,
442,Careers adviser; Careers counsellor,Female,1371.00,54113.00,,,,
527,Careers adviser; Careers counsellor,Male,436.00,63451.00,,,,
888,Caretaker; Janitor,Female,1021.00,32619.00,,,,
877,Caretaker; Janitor,Male,2747.00,41065.00,,,,
706,Carpenter,Female,127.00,40726.00,,,,
581,Carpenter,Male,52178.00,59381.00,,,,
797,Carpenter and joiner; Shop fitter,Female,142.00,36209.00,,,,
578,Carpenter and joiner; Shop fitter,Male,17158.00,59651.00,,,,
1026,Carpet cleaner,Female,343.00,25890.00,,,,
964,Carpet cleaner,Male,1016.00,35101.00,,,,
889,"Carpet layer; Floor finisher; Floor sander and polisher; Floor tile layer - carpet, lino or cork",Female,55.00,32544.00,,,,
786,"Carpet layer; Floor finisher; Floor sander and polisher; Floor tile layer - carpet, lino or cork",Male,3414.00,46625.00,,,,
289,Cartographer,Female,337.00,63610.00,,,,
304,Cartographer,Male,764.00,80842.00,,,,
897,Cash van salesperson,Female,89.00,32300.00,,,,
789,Cash van salesperson,Male,358.00,46490.00,,,,
1065,Cashier; Casino worker - cashier or cage supervisor,Female,50688.00,23007.00,,,,
1093,Cashier; Casino worker - cashier or cage supervisor,Male,15027.00,23292.00,,,,
915,Casino worker - host; Hospitality employee - other,Female,18233.00,31639.00,,,,
953,Casino worker - host; Hospitality employee - other,Male,10604.00,35880.00,,,,
520,Casino worker - surveillance officer; Security guard - other security officer or guard,Female,487.00,49998.00,,,,
673,Casino worker - surveillance officer; Security guard - other security officer or guard,Male,2419.00,52653.00,,,,
317,Casting director,Female,80.00,61291.00,,,,
556,Casting director,Male,23.00,60972.00,,,,
940,Cellarhand - winery; Winery cellarhand,Female,1038.00,30567.00,,,,
842,Cellarhand - winery; Winery cellarhand,Male,3068.00,43114.00,,,,
540,Cement plant hand or labourer,Female,54.00,48945.00,,,,
644,Cement plant hand or labourer,Male,3369.00,54445.00,,,,
435,Cement production plant operator,Female,15.00,54927.00,,,,
294,Cement production plant operator,Male,554.00,81826.00,,,,
1046,Cement renderer; Concrete plasterer,Female,12.00,24677.00,,,,
598,Cement renderer; Concrete plasterer,Male,2684.00,57584.00,,,,
574,Ceramics scientist; Exercise physiologist; Polymer scientist; Sports scientist,Female,1033.00,47277.00,,,,
621,Ceramics scientist; Exercise physiologist; Polymer scientist; Sports scientist,Male,917.00,55833.00,,,,
247,Change management facilitator; Industry analyst; Quality auditor; Skills auditor,Female,2958.00,66394.00,,,,
309,Change management facilitator; Industry analyst; Quality auditor; Skills auditor,Male,3303.00,80112.00,,,,
1016,Chaplain; Clergy - member of; Imam; Minister of religion; Missionary; Monk; Priest; Rabbi; Religious leader,Female,4368.00,26331.00,,,,
1016,Chaplain; Clergy - member of; Imam; Minister of religion; Missionary; Monk; Priest; Rabbi; Religious leader,Male,12267.00,31441.00,,,,
846,Charter bus driver; Tour bus driver,Female,97.00,34075.00,,,,
869,Charter bus driver; Tour bus driver,Male,807.00,41610.00,,,,
916,Chauffeur; Hire car driver,Female,261.00,31589.00,,,,
856,Chauffeur; Hire car driver,Male,1601.00,42320.00,,,,
1045,Checkout operator; Console operator - service station,Female,39653.00,24688.00,,,,
1072,Checkout operator; Console operator - service station,Male,14933.00,25688.00,,,,
687,Cheesemaker; Dairy products maker,Female,1326.00,41458.00,,,,
583,Cheesemaker; Dairy products maker,Male,3091.00,59305.00,,,,
782,Chef,Female,20384.00,36804.00,,,,
835,Chef,Male,63965.00,43672.00,,,,
86,Chemical engineer,Female,1663.00,93125.00,,,,
79,Chemical engineer,Male,4751.00,128289.00,,,,
652,Chemical plant hand or labourer; Gas or petroleum plant hand or labourer; Paint factory hand or labourer,Female,536.00,43131.00,,,,
514,Chemical plant hand or labourer; Gas or petroleum plant hand or labourer; Paint factory hand or labourer,Male,4770.00,64450.00,,,,
173,Chemical plant operator; Paint maker,Female,272.00,74644.00,,,,
193,Chemical plant operator; Paint maker,Male,4964.00,94896.00,,,,
473,Chemical production machine operator,Female,309.00,52298.00,,,,
459,Chemical production machine operator,Male,1544.00,67620.00,,,,
254,Chemist - industrial or research,Female,3618.00,65835.00,,,,
243,Chemist - industrial or research,Male,4869.00,87628.00,,,,
951,Chemist shop assistant; Pharmacy assistant,Female,31601.00,29987.00,,,,
1042,Chemist shop assistant; Pharmacy assistant,Male,2916.00,29095.00,,,,
528,Chemistry technician,Female,3091.00,49659.00,,,,
547,Chemistry technician,Male,2597.00,61959.00,,,,
48,Chief executive officer; Executive director; Managing director; Public servant - secretary or deputy secretary,Female,41895.00,116855.00,,,,
49,Chief executive officer; Executive director; Managing director; Public servant - secretary or deputy secretary,Male,111813.00,181849.00,,,,
75,Chief information officer; IT professional - chief information officer,Female,1290.00,98194.00,,,,
80,Chief information officer; IT professional - chief information officer,Male,5457.00,127694.00,,,,
919,Child care aide or worker; Creche attendant,Female,90620.00,31428.00,,,,
1033,Child care aide or worker; Creche attendant,Male,2709.00,29696.00,,,,
418,Child care centre director,Female,7922.00,55902.00,,,,
268,Child care centre director,Male,398.00,84538.00,,,,
991,Child care worker - out of school hours care,Female,4439.00,27884.00,,,,
1090,Child care worker - out of school hours care,Male,821.00,23700.00,,,,
980,Child minder; Governess - child care; Nanny,Female,4469.00,28402.00,,,,
1006,Child minder; Governess - child care; Nanny,Male,183.00,32001.00,,,,
819,Child or youth residential care assistant,Female,2028.00,34940.00,,,,
884,Child or youth residential care assistant,Male,522.00,40692.00,,,,
909,Chimney sweep; Cleaner - other; Detailer - aircraft,Female,20543.00,31877.00,,,,
949,Chimney sweep; Cleaner - other; Detailer - aircraft,Male,13159.00,35965.00,,,,
760,Chinese medicine practitioner,Female,78.00,38171.00,,,,
795,Chinese medicine practitioner,Male,68.00,46044.00,,,,
370,Chiropractor,Female,871.00,58838.00,,,,
366,Chiropractor,Male,1229.00,74993.00,,,,
962,Chocolate packer,Female,794.00,29254.00,,,,
1028,Chocolate packer,Male,353.00,29866.00,,,,
911,Choreographer; Dancer; Stripper - entertainment,Female,609.00,31840.00,,,,
940,Choreographer; Dancer; Stripper - entertainment,Male,336.00,36404.00,,,,
1079,Cinema attendant - ushering; Railway employee - ticket collector; Theatre attendant - ushering; Ticket collector; Usher,Female,1082.00,21080.00,,,,
1076,Cinema attendant - ushering; Railway employee - ticket collector; Theatre attendant - ushering; Ticket collector; Usher,Male,1346.00,25390.00,,,,
625,Cinema manager; Theatre manager,Female,671.00,44289.00,,,,
688,Cinema manager; Theatre manager,Male,685.00,51783.00,,,,
835,Circus performer; Comedian; Entertainer; Performing artist; Variety artist,Female,2017.00,34493.00,,,,
579,Circus performer; Comedian; Entertainer; Performing artist; Variety artist,Male,1904.00,59643.00,,,,
1031,Civil celebrant,Female,44.00,25447.00,,,,
658,Civil celebrant,Male,28.00,53778.00,,,,
153,Civil engineer,Female,3568.00,77775.00,,,,
100,Civil engineer,Male,29314.00,115275.00,,,,
447,Civil engineering draftsperson; Structural draftsperson,Female,1059.00,53707.00,,,,
402,Civil engineering draftsperson; Structural draftsperson,Male,5785.00,72624.00,,,,
328,Civil engineering technician or associate,Female,166.00,60870.00,,,,
271,Civil engineering technician or associate,Male,2135.00,84075.00,,,,
402,Claims consultant - insurance; Insurance assessor; Insurance consultant or clerk,Female,12747.00,56964.00,,,,
340,Claims consultant - insurance; Insurance assessor; Insurance consultant or clerk,Male,7692.00,77192.00,,,,
914,Classer - fruit and vegetable; Egg grader; Product grader,Female,672.00,31682.00,,,,
863,Classer - fruit and vegetable; Egg grader; Product grader,Male,356.00,41984.00,,,,
965,Cleaner - Commercial; Cleaner - hotel or motel; Office cleaner; School cleaner,Female,62281.00,29162.00,,,,
989,Cleaner - Commercial; Cleaner - hotel or motel; Office cleaner; School cleaner,Male,35705.00,33434.00,,,,
1043,Cleaner - domestic,Female,9105.00,24747.00,,,,
1040,Cleaner - domestic,Male,1690.00,29190.00,,,,
594,Clerk - other; Coding clerk; Exam supervisor,Female,26526.00,46693.00,,,,
743,Clerk - other; Coding clerk; Exam supervisor,Male,6852.00,48591.00,,,,
511,Clerk - typist; Medical typist; Typist; Word processing operator Inquiry clerks and receptionists,Female,6777.00,50442.00,,,,
765,Clerk - typist; Medical typist; Typist; Word processing operator Inquiry clerks and receptionists,Male,423.00,47746.00,,,,
424,Clerk of court; Court registrar - Children's Court; Court registrar - County Court; Court registrar - Court of Petty Sessions; Court registrar - District Court; Court registrar - High Court; Court reg,Female,984.00,55536.00,,,,
396,Clerk of court; Court registrar - Children's Court; Court registrar - County Court; Court registrar - Court of Petty Sessions; Court registrar - District Court; Court registrar - High Court; Court reg,Male,500.00,73087.00,,,,
567,Client service manager; Customer service manager,Female,57577.00,47519.00,,,,
573,Client service manager; Customer service manager,Male,31066.00,59947.00,,,,
516,Clinical coder,Female,558.00,50075.00,,,,
572,Clinical coder,Male,70.00,59996.00,,,,
31,Clinical haematologist,Female,118.00,147970.00,,,,
29,Clinical haematologist,Male,141.00,271738.00,,,,
260,Clinical psychologist,Female,4069.00,65548.00,,,,
287,Clinical psychologist,Male,1019.00,82399.00,,,,
712,Clock and watch maker and repairer,Female,34.00,40576.00,,,,
701,Clock and watch maker and repairer,Male,301.00,50734.00,,,,
959,Cloth cutter; Clothing factory hand or labourer; Fabric factory hand or labourer; Textile factory hand or labourer,Female,3437.00,29598.00,,,,
978,Cloth cutter; Clothing factory hand or labourer; Fabric factory hand or labourer; Textile factory hand or labourer,Male,4360.00,34162.00,,,,
334,Clothing designer; Fashion designer,Female,3313.00,60543.00,,,,
371,Clothing designer; Fashion designer,Male,445.00,74687.00,,,,
550,Clothing pattern maker; Patternmaker-grader - textiles,Female,555.00,48465.00,,,,
636,Clothing pattern maker; Patternmaker-grader - textiles,Male,130.00,54780.00,,,,
406,Club licensee; Club manager - licensed club,Female,1134.00,56472.00,,,,
398,Club licensee; Club manager - licensed club,Male,2428.00,72999.00,,,,
650,Coach driver; Passenger coach driver,Female,122.00,43243.00,,,,
739,Coach driver; Passenger coach driver,Male,1580.00,48694.00,,,,
87,Coal miner; Miner; Mining technician; Opal miner; Prospector,Female,2482.00,91926.00,,,,
96,Coal miner; Miner; Mining technician; Opal miner; Prospector,Male,36613.00,118162.00,,,,
583,Commercial artist; Graphic designer,Female,13436.00,47046.00,,,,
594,Commercial artist; Graphic designer,Male,12316.00,57911.00,,,,
536,Commercial traveller; Commission agent - wholesale or retail; Company rep. - non-technical goods and services; Key account manager; Retail assistant - wholesale; Sales consultant - wholesale; Sales re,Female,32055.00,49168.00,,,,
473,Commercial traveller; Commission agent - wholesale or retail; Company rep. - non-technical goods and services; Key account manager; Retail assistant - wholesale; Sales consultant - wholesale; Sales re,Male,43349.00,66471.00,,,,
92,Commissioned policy officer; Police inspector,Female,336.00,90810.00,,,,
92,Commissioned policy officer; Police inspector,Male,1603.00,119385.00,,,,
148,Commissioner fire officer; Fire investigator,Female,36.00,78308.00,,,,
175,Commissioner fire officer; Fire investigator,Male,574.00,97844.00,,,,
151,Commodities broker,Female,343.00,78191.00,,,,
69,Commodities broker,Male,743.00,136457.00,,,,
439,Communications equipment tradesperson; Telecommunications cable jointer or repairer,Female,57.00,54691.00,,,,
376,Communications equipment tradesperson; Telecommunications cable jointer or repairer,Male,2321.00,74338.00,,,,
426,Communications officer - installation or maintenance; Telecommunications technician; Telephone technician Food trades workers,Female,353.00,55282.00,,,,
374,Communications officer - installation or maintenance; Telecommunications technician; Telephone technician Food trades workers,Male,8751.00,74450.00,,,,
234,Communications officer - public relations; Media officer; Public relations officer,Female,11624.00,68094.00,,,,
282,Communications officer - public relations; Media officer; Public relations officer,Male,4224.00,83056.00,,,,
296,Communications operator,Female,709.00,62754.00,,,,
326,Communications operator,Male,679.00,78575.00,,,,
778,Community arts worker,Female,302.00,37126.00,,,,
922,Community arts worker,Male,94.00,37754.00,,,,
784,Community support worker,Female,22421.00,36799.00,,,,
896,Community support worker,Male,7883.00,39972.00,,,,
475,Company rep. - industrial; Sales representative - industrial products,Female,2148.00,52214.00,,,,
437,Company rep. - industrial; Sales representative - industrial products,Male,9932.00,69902.00,,,,
495,Company rep. - insurance; Insurance agent or salesperson; Life assurance representative; Retail assistant - insurance; Sales assistant - insurance,Female,4453.00,51379.00,,,,
260,Company rep. - insurance; Insurance agent or salesperson; Life assurance representative; Retail assistant - insurance; Sales assistant - insurance,Male,3953.00,85506.00,,,,
129,Company rep. - medical and pharmaceutical products; Sales representative - medical and pharmaceutical products,Female,4221.00,80430.00,,,,
168,Company rep. - medical and pharmaceutical products; Sales representative - medical and pharmaceutical products,Male,2846.00,98998.00,,,,
372,Company rep. - real estate; Real estate salesperson,Female,5257.00,58777.00,,,,
329,Company rep. - real estate; Real estate salesperson,Male,6561.00,78187.00,,,,
51,Company secretary - corporate governance,Female,1837.00,107786.00,,,,
43,Company secretary - corporate governance,Male,1088.00,218432.00,,,,
259,Compliance officer - quarantine; Quarantine inspector,Female,1251.00,65567.00,,,,
324,Compliance officer - quarantine; Quarantine inspector,Male,1673.00,78712.00,,,,
537,Composer,Female,56.00,49129.00,,,,
464,Composer,Male,205.00,67273.00,,,,
527,Compositor; Desktop publisher; Graphic reproduction tradesperson; Plate maker - newspaper/ printing; Ticket writer; Typesetter,Female,872.00,49699.00,,,,
546,Compositor; Desktop publisher; Graphic reproduction tradesperson; Plate maker - newspaper/ printing; Ticket writer; Typesetter,Male,1516.00,62103.00,,,,
111,Computer network and systems engineer,Female,773.00,84510.00,,,,
189,Computer network and systems engineer,Male,10687.00,96149.00,,,,
292,Computer servicer or technician; IT technician; Poker machine servicer; Radio technician - domestic repairs; Television servicer or repairer; Vending machine servicer; Video technician - repairs,Female,1874.00,63236.00,,,,
456,Computer servicer or technician; IT technician; Poker machine servicer; Radio technician - domestic repairs; Television servicer or repairer; Vending machine servicer; Video technician - repairs,Male,20810.00,67903.00,,,,
210,Computer systems administrator,Female,4893.00,70660.00,,,,
209,Computer systems administrator,Male,14089.00,93186.00,,,,
115,Computing professional - other support technicians,Female,418.00,83411.00,,,,
166,Computing professional - other support technicians,Male,1724.00,99128.00,,,,
90,Computing systems analyst; Methods analyst - computing,Female,3005.00,91303.00,,,,
134,Computing systems analyst; Methods analyst - computing,Male,8579.00,105332.00,,,,
640,Concierge - hotel; Hotel service manager,Female,1827.00,43593.00,,,,
781,Concierge - hotel; Hotel service manager,Male,2608.00,46912.00,,,,
188,Concrete batching plant operator,Female,27.00,73178.00,,,,
341,Concrete batching plant operator,Male,1255.00,77066.00,,,,
222,Concrete mixer driver; Lorry driver; Semi-trailer driver; Transport driver; Truck driver - general,Female,4179.00,68747.00,,,,
544,Concrete mixer driver; Lorry driver; Semi-trailer driver; Transport driver; Truck driver - general,Male,143209.00,62350.00,,,,
437,Concrete products machine operator,Female,78.00,54778.00,,,,
440,Concrete products machine operator,Male,2224.00,69533.00,,,,
638,Concrete pump operator,Female,5.00,43610.00,,,,
428,Concrete pump operator,Male,1355.00,70738.00,,,,
661,Concrete worker,Female,76.00,42801.00,,,,
554,Concrete worker,Male,19575.00,61394.00,,,,
434,Conductor - music; Music director,Female,202.00,54983.00,,,,
560,Conductor - music; Music director,Male,333.00,60637.00,,,,
589,Confectioner,Female,901.00,46878.00,,,,
558,Confectioner,Male,1064.00,60744.00,,,,
553,Conference and event organiser; Functions coordinator,Female,6839.00,48424.00,,,,
604,Conference and event organiser; Functions coordinator,Male,1708.00,56998.00,,,,
454,Conservation officer,Female,476.00,53178.00,,,,
570,Conservation officer,Male,678.00,60007.00,,,,
357,Conservator,Female,260.00,59474.00,,,,
426,Conservator,Male,109.00,70913.00,,,,
403,Construction estimator,Female,565.00,56844.00,,,,
311,Construction estimator,Male,4039.00,79976.00,,,,
112,Construction project manager; Building and contruction manager,Female,2580.00,84450.00,,,,
129,Construction project manager; Building and contruction manager,Male,38985.00,106796.00,,,,
138,Consultant - chemical or material engineer,Female,39.00,79791.00,,,,
142,Consultant - chemical or material engineer,Male,192.00,103886.00,,,,
130,Consultant - civil engineer,Female,61.00,80359.00,,,,
72,Consultant - civil engineer,Male,491.00,133306.00,,,,
239,Consultant - clinical nurse,Female,360.00,67129.00,,,,
330,Consultant - clinical nurse,Male,63.00,77977.00,,,,
230,Consultant - construction manager,Female,156.00,68277.00,,,,
115,Consultant - construction manager,Male,948.00,109670.00,,,,
233,Consultant - electrical engineer,Female,24.00,68126.00,,,,
102,Consultant - electrical engineer,Male,342.00,114264.00,,,,
613,Consultant - electronics engineer,Female,8.00,44893.00,,,,
153,Consultant - electronics engineer,Male,161.00,100716.00,,,,
84,Consultant - engineering Consultant - other,Female,354.00,93445.00,,,,
95,Consultant - engineering Consultant - other,Male,2981.00,118494.00,,,,
281,Consultant - environmental,Female,694.00,64192.00,,,,
305,Consultant - environmental,Male,1025.00,80818.00,,,,
116,Consultant - financial investment,Female,958.00,83026.00,,,,
59,Consultant - financial investment,Male,1737.00,151599.00,,,,
192,Consultant - human resources,Female,3500.00,72877.00,,,,
254,Consultant - human resources,Male,1423.00,86240.00,,,,
213,Consultant - industrial or mechanical engineer,Female,17.00,70432.00,,,,
164,Consultant - industrial or mechanical engineer,Male,281.00,99222.00,,,,
482,Consultant - insurance (clerical),Female,610.00,52016.00,,,,
504,Consultant - insurance (clerical),Male,259.00,65080.00,,,,
96,Consultant - IT business analyst Apprentice or trainee,Female,3084.00,88972.00,,,,
114,Consultant - IT business analyst Apprentice or trainee,Male,10916.00,109728.00,,,,
85,Consultant - management,Female,6398.00,93425.00,,,,
77,Consultant - management,Male,11557.00,130277.00,,,,
340,Consultant - marketing specialist,Female,1920.00,60268.00,,,,
318,Consultant - marketing specialist,Male,1285.00,79397.00,,,,
197,Consultant - medical,Female,477.00,72091.00,,,,
85,Consultant - medical,Male,289.00,124455.00,,,,
125,Consultant - medical and pharmaceutical products sales representative,Female,225.00,80916.00,,,,
93,Consultant - medical and pharmaceutical products sales representative,Male,167.00,118777.00,,,,
80,Consultant - mining engineer,Female,49.00,95151.00,,,,
52,Consultant - mining engineer,Male,441.00,169818.00,,,,
199,Consultant - occupational health and safety,Female,697.00,71718.00,,,,
157,Consultant - occupational health and safety,Male,1088.00,100464.00,,,,
179,Consultant - public relations professional,Female,606.00,73889.00,,,,
169,Consultant - public relations professional,Male,376.00,98938.00,,,,
503,Consultant - recruitment,Female,1116.00,50857.00,,,,
400,Consultant - recruitment,Male,612.00,72857.00,,,,
316,Consultant - security,Female,58.00,61343.00,,,,
273,Consultant - security,Male,339.00,84009.00,,,,
318,Consultant - tax accountant,Female,642.00,61239.00,,,,
357,Consultant - tax accountant,Male,805.00,75854.00,,,,
603,Consultant - travel,Female,1370.00,45917.00,,,,
652,Consultant - travel,Male,338.00,54027.00,,,,
