Gender Rank,Occupation,Gender,Individuals,Average Taxable Income $,,,,
590,Glass blower; Hide or skin classer; Model maker - architectural,Female,1085.00,46786.00,,,,
483,Glass blower; Hide or skin classer; Model maker - architectural,Male,10238.00,65931.00,,,,
521,Glass machine operator; Glassware maker,Female,125.00,49975.00,,,,
484,Glass machine operator; Glassware maker,Male,1749.00,65915.00,,,,
509,Glass plant hand or labourer,Female,101.00,50478.00,,,,
699,Glass plant hand or labourer,Male,1552.00,50799.00,,,,
870,Glazier,Female,53.00,33173.00,,,,
677,Glazier,Male,7425.00,52476.00,,,,
884,Goat farmer or farm overseer,Female,13.00,32761.00,,,,
991,Goat farmer or farm overseer,Male,26.00,33284.00,,,,
852,Golfer,Female,69.00,33881.00,,,,
836,Golfer,Male,905.00,43660.00,,,,
576,Governess - teaching (pre-primary); Kindergarten teacher; Pre-school teacher,Female,19328.00,47189.00,,,,
663,Governess - teaching (pre-primary); Kindergarten teacher; Pre-school teacher,Male,543.00,53120.00,,,,
371,Governess - teaching (primary level); Infant school teacher; Primary school teacher,Female,127197.00,58777.00,,,,
462,Governess - teaching (primary level); Infant school teacher; Primary school teacher,Male,21113.00,67413.00,,,,
273,Governess - teaching (secondary level); High school teacher; Secondary school teacher,Female,85662.00,64600.00,,,,
410,Governess - teaching (secondary level); High school teacher; Secondary school teacher,Male,53848.00,72085.00,,,,
581,Grader operator,Female,82.00,47094.00,,,,
381,Grader operator,Male,1580.00,73972.00,,,,
343,Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer,Female,562.00,60150.00,,,,
567,Grain and livestock farmer or farm oveseer; Grazier; Livestock and mixed crop farmer or farm overseer,Male,2846.00,60279.00,,,,
926,Grain mill worker; Miller - flour or grain,Female,355.00,31215.00,,,,
671,Grain mill worker; Miller - flour or grain,Male,1996.00,52707.00,,,,
1004,"Grain, oilseed or pasture farm worker",Female,393.00,27256.00,,,,
944,"Grain, oilseed or pasture farm worker",Male,1364.00,36185.00,,,,
505,"Grain, oilseed or pasture grower",Female,70.00,50691.00,,,,
593,"Grain, oilseed or pasture grower",Male,413.00,58055.00,,,,
662,Grape grower; Viticulturist,Female,146.00,42786.00,,,,
617,Grape grower; Viticulturist,Male,793.00,55954.00,,,,
858,Greenkeeper; Groundsperson; Horticulturist - greenkeeping,Female,510.00,33622.00,,,,
832,Greenkeeper; Groundsperson; Horticulturist - greenkeeping,Male,13323.00,43907.00,,,,
226,Guard - prison; Prison officer or warder,Female,3219.00,68690.00,,,,
334,Guard - prison; Prison officer or warder,Male,10077.00,77453.00,,,,
790,Gunsmith,Female,5.00,36553.00,,,,
707,Gunsmith,Male,62.00,50461.00,,,,
761,Gymnast,Female,9.00,38098.00,,,,
990,Gymnast,Male,9.00,33344.00,,,,
1059,Gymnastics coach or instructor,Female,1314.00,23521.00,,,,
1023,Gymnastics coach or instructor,Male,409.00,30453.00,,,,
6,Gynaecologist; Obstetrician,Female,570.00,264628.00,,,,
5,Gynaecologist; Obstetrician,Male,641.00,446507.00,,,,
973,Handyperson,Female,242.00,28753.00,,,,
923,Handyperson,Male,10497.00,37660.00,,,,
811,Hat maker; Milliner,Female,36.00,35437.00,,,,
712,Hat maker; Milliner,Male,56.00,50113.00,,,,
285,Health and welfare service manager - other,Female,6757.00,63941.00,,,,
246,Health and welfare service manager - other,Male,2926.00,87027.00,,,,
262,Health information manager,Female,1830.00,65412.00,,,,
230,Health information manager,Male,592.00,88770.00,,,,
354,Health inspector,Female,624.00,59586.00,,,,
277,Health inspector,Male,779.00,83431.00,,,,
229,Health practice manager,Female,4240.00,68452.00,,,,
199,Health practice manager,Male,693.00,94104.00,,,,
531,Health promotion officer,Female,2596.00,49436.00,,,,
542,Health promotion officer,Male,709.00,62388.00,,,,
176,Helicopter pilot,Female,43.00,74416.00,,,,
126,Helicopter pilot,Male,1462.00,107162.00,,,,
1036,Herbalist; Masseur or masseuse - other,Female,320.00,25120.00,,,,
1054,Herbalist; Masseur or masseuse - other,Male,146.00,27861.00,,,,
794,Hide and skin processing machine operator,Female,70.00,36432.00,,,,
811,Hide and skin processing machine operator,Male,206.00,45399.00,,,,
452,Historian,Female,299.00,53315.00,,,,
488,Historian,Male,209.00,65793.00,,,,
901,Homeopath,Female,36.00,32132.00,,,,
826,Homeopath,Male,14.00,44301.00,,,,
882,Horse breaker or trainer; Stable manager,Female,802.00,32772.00,,,,
774,Horse breaker or trainer; Stable manager,Male,1239.00,47265.00,,,,
821,Horse breeder,Female,111.00,34924.00,,,,
619,Horse breeder,Male,114.00,55914.00,,,,
1049,Horse riding coach or instructor,Female,340.00,24509.00,,,,
902,Horse riding coach or instructor,Male,95.00,39274.00,,,,
808,Horticulturist - nursery; Nurseryperson,Female,2305.00,35620.00,,,,
770,Horticulturist - nursery; Nurseryperson,Male,2705.00,47504.00,,,,
758,Hospital orderly; Theatre attendant - medical; Ward assistant,Female,6435.00,38260.00,,,,
843,Hospital orderly; Theatre attendant - medical; Ward assistant,Male,8830.00,43105.00,,,,
244,Hospital pharmacist,Female,2945.00,66699.00,,,,
362,Hospital pharmacist,Male,967.00,75231.00,,,,
554,Hostel manager; Lodge manager,Female,538.00,48419.00,,,,
665,Hostel manager; Lodge manager,Male,456.00,53063.00,,,,
875,Hostel parent,Female,95.00,33007.00,,,,
933,Hostel parent,Male,59.00,37079.00,,,,
480,Hotel manager; Motel manager,Female,5546.00,52039.00,,,,
480,Hotel manager; Motel manager,Male,8271.00,66061.00,,,,
893,Hotel receptionist; Motel receptionist,Female,5475.00,32462.00,,,,
998,Hotel receptionist; Motel receptionist,Male,1574.00,32819.00,,,,
879,House painter; Painter and decorator; Paperhanger,Female,619.00,32885.00,,,,
808,House painter; Painter and decorator; Paperhanger,Male,16302.00,45621.00,,,,
995,Housekeeper - commercial,Female,17820.00,27780.00,,,,
1063,Housekeeper - commercial,Male,3979.00,26771.00,,,,
1041,Housekeeper - domestic,Female,5057.00,24862.00,,,,
1097,Housekeeper - domestic,Male,616.00,22448.00,,,,
65,Human resource manager; Industrial relations manager; Personnel and industrial relations manager,Female,16484.00,101256.00,,,,
75,Human resource manager; Industrial relations manager; Personnel and industrial relations manager,Male,7120.00,130555.00,,,,
246,Human resource officer; Personnel officer; Recruitment officer,Female,20369.00,66621.00,,,,
258,Human resource officer; Personnel officer; Recruitment officer,Male,4982.00,85641.00,,,,
670,Hunter-trapper; Shooter or trapper,Female,6.00,42244.00,,,,
844,Hunter-trapper; Shooter or trapper,Male,81.00,42953.00,,,,
516,Hunting guide,Male,4.00,64231.00,,,,
627,Illustrator,Female,97.00,44209.00,,,,
597,Illustrator,Male,175.00,57637.00,,,,
258,Immigration officer,Female,753.00,65723.00,,,,
367,Immigration officer,Male,635.00,74921.00,,,,
128,Industrial engineer,Female,252.00,80496.00,,,,
152,Industrial engineer,Male,2502.00,100759.00,,,,
102,Industrial pharmacist,Female,472.00,87460.00,,,,
135,Industrial pharmacist,Male,293.00,105157.00,,,,
195,Industrial relations officer; Workplace relations adviser,Female,1185.00,72172.00,,,,
228,Industrial relations officer; Workplace relations adviser,Male,1316.00,89032.00,,,,
240,Insurance broker,Female,3169.00,66982.00,,,,
84,Insurance broker,Male,3761.00,125469.00,,,,
295,Insurance investigator,Female,258.00,62783.00,,,,
335,Insurance investigator,Male,332.00,77424.00,,,,
323,Insurance loss adjuster,Female,120.00,61100.00,,,,
225,Insurance loss adjuster,Male,326.00,89605.00,,,,
119,Insurance risk surveyor,Female,184.00,82355.00,,,,
116,Insurance risk surveyor,Male,294.00,109565.00,,,,
960,Integration aide (schools),Female,3041.00,29453.00,,,,
1025,Integration aide (schools),Male,229.00,30323.00,,,,
201,Intelligence officer,Female,345.00,71403.00,,,,
238,Intelligence officer,Male,265.00,88081.00,,,,
25,Intensive care specialist,Female,133.00,169369.00,,,,
23,Intensive care specialist,Male,327.00,308033.00,,,,
499,Interior decorator,Female,763.00,51211.00,,,,
629,Interior decorator,Male,140.00,55339.00,,,,
490,Interior designer,Female,4120.00,51702.00,,,,
454,Interior designer,Male,837.00,67976.00,,,,
137,Internal auditor,Female,1829.00,79833.00,,,,
172,Internal auditor,Male,2220.00,98558.00,,,,
789,Interpreter,Female,2512.00,36587.00,,,,
850,Interpreter,Male,1499.00,42556.00,,,,
194,Investigator - police; Police officer,Female,14449.00,72428.00,,,,
261,Investigator - police; Police officer,Male,40211.00,85451.00,,,,
69,Investment broker,Female,125.00,99997.00,,,,
27,Investment broker,Male,503.00,286530.00,,,,
1007,Ironer or presser - laundry,Female,257.00,26789.00,,,,
1081,Ironer or presser - laundry,Male,67.00,25177.00,,,,
100,IT account manager,Female,1115.00,87674.00,,,,
104,IT account manager,Male,3125.00,113716.00,,,,
123,IT business analyst,Female,4876.00,81615.00,,,,
195,IT business analyst,Male,11207.00,94742.00,,,,
62,IT business development manager,Female,915.00,101540.00,,,,
83,IT business development manager,Male,3587.00,127050.00,,,,
497,IT customer support officer; IT help desk officer,Female,4854.00,51306.00,,,,
628,IT customer support officer; IT help desk officer,Male,13991.00,55355.00,,,,
493,IT hardware technician,Female,204.00,51614.00,,,,
606,IT hardware technician,Male,3376.00,56929.00,,,,
59,IT manager - other,Female,5232.00,103405.00,,,,
90,IT manager - other,Male,25389.00,121031.00,,,,
236,IT network administrator,Female,822.00,67861.00,,,,
348,IT network administrator,Male,8420.00,76733.00,,,,
205,IT network analyst,Female,448.00,71274.00,,,,
217,IT network analyst,Male,2639.00,91080.00,,,,
83,IT project manager; Data processing manager,Female,6588.00,93908.00,,,,
98,IT project manager; Data processing manager,Male,16053.00,118032.00,,,,
220,IT quality assurance engineer,Female,493.00,69125.00,,,,
236,IT quality assurance engineer,Male,1121.00,88200.00,,,,
763,IT sales assistant,Female,1491.00,37998.00,,,,
755,IT sales assistant,Male,3125.00,47952.00,,,,
251,IT sales representative,Female,1972.00,66231.00,,,,
204,IT sales representative,Male,5584.00,93644.00,,,,
110,IT security specialist,Female,308.00,84605.00,,,,
138,IT security specialist,Male,2476.00,104294.00,,,,
269,IT support engineer,Female,1363.00,64829.00,,,,
358,IT support engineer,Male,12071.00,75838.00,,,,
215,IT systems test engineer,Female,735.00,69987.00,,,,
306,IT systems test engineer,Male,2896.00,80441.00,,,,
284,IT trainer,Female,876.00,64043.00,,,,
417,IT trainer,Male,1017.00,71733.00,,,,
612,Jewellery designer,Female,277.00,45031.00,,,,
631,Jewellery designer,Male,165.00,55174.00,,,,
674,Jockey,Female,200.00,41950.00,,,,
646,Jockey,Male,433.00,54286.00,,,,
693,Joiner; Wardrobe builder,Female,30.00,41121.00,,,,
736,Joiner; Wardrobe builder,Male,2359.00,48963.00,,,,
863,Judge - horse or dog racing; Racecourse official; Steward - racing,Female,170.00,33459.00,,,,
679,Judge - horse or dog racing; Racecourse official; Steward - racing,Male,779.00,52121.00,,,,
1,Judge - law,Female,200.00,355844.00,,,,
13,Judge - law,Male,531.00,381323.00,,,,
970,Kindergarten assistant; Pre-school aide,Female,4639.00,29029.00,,,,
948,Kindergarten assistant; Pre-school aide,Male,64.00,36043.00,,,,
861,Knitting machine operator,Female,164.00,33584.00,,,,
809,Knitting machine operator,Male,118.00,45569.00,,,,
324,Laboratory manager,Female,2092.00,61067.00,,,,
269,Laboratory manager,Male,2026.00,84514.00,,,,
451,Lagger,Female,12.00,53358.00,,,,
449,Lagger,Male,416.00,68541.00,,,,
208,Land economist,Female,40.00,70712.00,,,,
430,Land economist,Male,116.00,70592.00,,,,
386,Landscape architect,Female,891.00,57895.00,,,,
530,Landscape architect,Male,1636.00,63200.00,,,,
807,Landscape gardener,Female,794.00,35684.00,,,,
858,Landscape gardener,Male,14330.00,42244.00,,,,
898,Laundry worker,Female,6882.00,32257.00,,,,
972,Laundry worker,Male,2628.00,34516.00,,,,
561,Law clerk; Legal and related clerks,Female,8639.00,47892.00,,,,
718,Law clerk; Legal and related clerks,Male,2874.00,49930.00,,,,
70,Lawyer; Solicitor,Female,27816.00,99891.00,,,,
68,Lawyer; Solicitor,Male,20854.00,138379.00,,,,
1057,Lay preacher; Religious assistant,Female,411.00,23792.00,,,,
1061,Lay preacher; Religious assistant,Male,323.00,27148.00,,,,
1091,Leaflet or newspaper deliverer,Female,278.00,16620.00,,,,
1086,Leaflet or newspaper deliverer,Male,561.00,24109.00,,,,
933,Leather goods maker,Female,58.00,30904.00,,,,
900,Leather goods maker,Male,139.00,39864.00,,,,
460,Legal executive; Paralegal,Female,5229.00,52918.00,,,,
345,Legal executive; Paralegal,Male,1348.00,76823.00,,,,
573,Legal secretary General clerical workers,Female,15424.00,47333.00,,,,
822,Legal secretary General clerical workers,Male,147.00,44480.00,,,,
479,Liaison officer,Female,1115.00,52044.00,,,,
461,Liaison officer,Male,553.00,67479.00,,,,
355,Librarian,Female,9689.00,59553.00,,,,
466,Librarian,Male,1621.00,67121.00,,,,
781,Library assistant,Female,4906.00,36813.00,,,,
992,Library assistant,Male,809.00,33271.00,,,,
624,Library officer; Library technician,Female,5109.00,44307.00,,,,
709,Library officer; Library technician,Male,880.00,50338.00,,,,
648,Life science technician,Female,1280.00,43270.00,,,,
694,Life science technician,Male,690.00,51376.00,,,,
1051,Lifeguard; Swimming pool attendant - lifeguard,Female,2568.00,24334.00,,,,
1037,Lifeguard; Swimming pool attendant - lifeguard,Male,4276.00,29329.00,,,,
539,Lift mechanic,Female,6.00,48968.00,,,,
226,Lift mechanic,Male,1501.00,89590.00,,,,
675,Lighting technician,Female,171.00,41936.00,,,,
654,Lighting technician,Male,1242.00,53925.00,,,,
878,Linemarker,Female,19.00,32896.00,,,,
601,Linemarker,Male,753.00,57375.00,,,,
1003,Livestock and mixed crop farm worker,Female,644.00,27282.00,,,,
899,Livestock and mixed crop farm worker,Male,3242.00,39880.00,,,,
694,Locksmith,Female,88.00,41088.00,,,,
685,Locksmith,Male,1991.00,51862.00,,,,
1018,Logging assistant; Saw operator - chainsaw,Female,32.00,26170.00,,,,
779,Logging assistant; Saw operator - chainsaw,Male,128.00,46975.00,,,,
387,Logging plant operator,Female,16.00,57886.00,,,,
458,Logging plant operator,Male,966.00,67647.00,,,,
8,Magistrate,Female,200.00,260161.00,,,,
35,Magistrate,Male,341.00,246737.00,,,,
710,Mail clerk,Female,1815.00,40618.00,,,,
764,Mail clerk,Male,1671.00,47799.00,,,,
836,Mailing service hand or labourer; Rag cutter,Female,13794.00,34490.00,,,,
839,Mailing service hand or labourer; Rag cutter,Male,23937.00,43305.00,,,,
154,Maintenance planner,Female,586.00,77766.00,,,,
241,Maintenance planner,Male,10161.00,87844.00,,,,
838,Make-up artist,Female,1448.00,34466.00,,,,
848,Make-up artist,Male,99.00,42689.00,,,,
131,Management accountant,Female,2027.00,80298.00,,,,
148,Management accountant,Male,2133.00,102563.00,,,,
647,Manager - grocery - supermarket; Retail supervisor,Female,11658.00,43322.00,,,,
584,Manager - grocery - supermarket; Retail supervisor,Male,11424.00,59302.00,,,,
82,Manufacturing company manager; Publishing director,Female,1930.00,94463.00,,,,
118,Manufacturing company manager; Publishing director,Male,9868.00,109113.00,,,,
423,Marine biologist,Female,521.00,55762.00,,,,
229,Marine biologist,Male,704.00,88790.00,,,,
139,Marine certification and surveillance manager; Marine safety officer; Ship's purser,Female,89.00,79762.00,,,,
125,Marine certification and surveillance manager; Marine safety officer; Ship's purser,Male,484.00,107488.00,,,,
104,Marine engineer,Female,92.00,86495.00,,,,
82,Marine engineer,Male,4683.00,127098.00,,,,
438,Marine engineer surveyor,Female,24.00,54757.00,,,,
109,Marine engineer surveyor,Male,630.00,111025.00,,,,
93,Marine navigator; Ship's officer,Female,69.00,90354.00,,,,
73,Marine navigator; Ship's officer,Male,1296.00,133263.00,,,,
182,Marine steward; Railway employee - steward,Female,280.00,73593.00,,,,
234,Marine steward; Railway employee - steward,Male,464.00,88468.00,,,,
834,Market gardener - vegetables; Vegetable grower,Female,436.00,34510.00,,,,
746,Market gardener - vegetables; Vegetable grower,Male,937.00,48390.00,,,,
302,Market research analyst,Female,2784.00,62284.00,,,,
299,Market research analyst,Male,1865.00,81170.00,,,,
1006,Market research interviewer,Female,1878.00,27108.00,,,,
1066,Market research interviewer,Male,1155.00,26406.00,,,,
1042,"Massage therapist; Masseur or masseuse - therapeutic, remedial; Myotherapist",Female,3960.00,24798.00,,,,
1038,"Massage therapist; Masseur or masseuse - therapeutic, remedial; Myotherapist",Male,1221.00,29328.00,,,,
114,Master fisher,Female,8.00,83428.00,,,,
360,Master fisher,Male,310.00,75589.00,,,,
174,Materials engineer,Female,202.00,74623.00,,,,
155,Materials engineer,Male,1416.00,100648.00,,,,
677,Materials recycler; Motor vehicle wrecker; Scrap merchant,Female,59.00,41919.00,,,,
794,Materials recycler; Motor vehicle wrecker; Scrap merchant,Male,1099.00,46217.00,,,,
183,Mathematician,Female,139.00,73564.00,,,,
208,Mathematician,Male,488.00,93319.00,,,,
732,Meat boner and slicer; Saw operator - meat,Female,1478.00,39347.00,,,,
806,Meat boner and slicer; Saw operator - meat,Male,6443.00,45663.00,,,,
534,Meat inspector,Female,106.00,49275.00,,,,
452,Meat inspector,Male,575.00,68097.00,,,,
829,Meat packer,Female,4358.00,34581.00,,,,
996,Meat packer,Male,2554.00,32935.00,,,,
873,Mechanic's assistant,Female,47.00,33034.00,,,,
761,Mechanic's assistant,Male,1574.00,47826.00,,,,
121,Mechanical engineer,Female,1378.00,82251.00,,,,
150,Mechanical engineer,Male,28026.00,101753.00,,,,
397,Mechanical engineering draftsperson,Female,236.00,57394.00,,,,
368,Mechanical engineering draftsperson,Male,3239.00,74778.00,,,,
286,Mechanical engineering technician or associate,Female,83.00,63914.00,,,,
251,Mechanical engineering technician or associate,Male,5475.00,86556.00,,,,
564,Medical administrator,Female,13040.00,47743.00,,,,
307,Medical administrator,Male,1339.00,80387.00,,,,
288,Medical laboratory scientist,Female,8580.00,63736.00,,,,
276,Medical laboratory scientist,Male,3953.00,83778.00,,,,
605,Medical laboratory technician,Female,7345.00,45356.00,,,,
647,Medical laboratory technician,Male,2607.00,54240.00,,,,
14,Medical oncologist,Female,145.00,208612.00,,,,
19,Medical oncologist,Male,200.00,322178.00,,,,
127,Medical physicist; Physicist,Female,703.00,80538.00,,,,
137,Medical physicist; Physicist,Male,2143.00,105099.00,,,,
311,Medical radiation therapist,Female,686.00,61648.00,,,,
373,Medical radiation therapist,Male,266.00,74629.00,,,,
774,Medical receptionist; Medical secretary,Female,38305.00,37281.00,,,,
1019,Medical receptionist; Medical secretary,Male,648.00,31012.00,,,,
522,Medical technician - other,Female,1890.00,49922.00,,,,
441,Medical technician - other,Male,1365.00,69394.00,,,,
23,Member of parliament,Female,245.00,173331.00,,,,
41,Member of parliament,Male,600.00,232093.00,,,,
913,Merchandiser; Sales demonstrator,Female,13529.00,31696.00,,,,
834,Merchandiser; Sales demonstrator,Male,3926.00,43720.00,,,,
626,Metal machinist; Turner - metal,Female,187.00,44237.00,,,,
543,Metal machinist; Turner - metal,Male,5789.00,62357.00,,,,
701,Metal polisher,Female,16.00,40875.00,,,,
801,Metal polisher,Male,461.00,45877.00,,,,
227,Metallurgical and materials technician,Female,131.00,68670.00,,,,
191,Metallurgical and materials technician,Male,1087.00,95652.00,,,,
50,Metallurgist,Female,258.00,110359.00,,,,
64,Metallurgist,Male,1645.00,143760.00,,,,
98,Meteorologist,Female,209.00,88232.00,,,,
128,Meteorologist,Male,590.00,106848.00,,,,
876,Meter reader,Female,183.00,32961.00,,,,
897,Meter reader,Male,1697.00,39943.00,,,,
301,Microbiologist,Female,1202.00,62346.00,,,,
323,Microbiologist,Male,653.00,78867.00,,,,
351,Middle school teacher,Female,6179.00,59604.00,,,,
455,Middle school teacher,Male,2271.00,67925.00,,,,
384,Midwife,Female,16827.00,57933.00,,,,
415,Midwife,Male,305.00,71843.00,,,,
488,Migration agent,Female,478.00,51794.00,,,,
668,Migration agent,Male,311.00,52964.00,,,,
769,Miller - timber; Sawmilling operator,Female,99.00,37582.00,,,,
788,Miller - timber; Sawmilling operator,Male,1283.00,46538.00,,,,
436,Miller - tyres; Tyre retreader,Female,5.00,54795.00,,,,
752,Miller - tyres; Tyre retreader,Male,228.00,48067.00,,,,
61,Mine deputy; Mine supervisor,Female,311.00,102266.00,,,,
58,Mine deputy; Mine supervisor,Male,8908.00,154741.00,,,,
78,Mining blasting worker; Powder monkey; Shot firer,Female,191.00,95694.00,,,,
117,Mining blasting worker; Powder monkey; Shot firer,Male,2803.00,109236.00,,,,
44,Mining engineer,Female,554.00,119564.00,,,,
54,Mining engineer,Male,6571.00,168659.00,,,,
198,Mining labourer,Female,906.00,72085.00,,,,
215,Mining labourer,Male,9666.00,91698.00,,,,
39,Mining production manager,Female,281.00,133061.00,,,,
50,Mining production manager,Male,4269.00,179439.00,,,,
978,Model,Female,1220.00,28517.00,,,,
1041,Model,Male,361.00,29166.00,,,,
988,Model maker - metal,Female,5.00,28024.00,,,,
559,Model maker - metal,Male,78.00,60735.00,,,,
734,Mothercraft nurse,Female,226.00,39208.00,,,,
862,Motion picture projectionist,Female,56.00,33574.00,,,,
930,Motion picture projectionist,Male,257.00,37204.00,,,,
388,Motor mechanic - diesel,Female,141.00,57837.00,,,,
272,Motor mechanic - diesel,Male,34902.00,84073.00,,,,
623,Motor vehicle accessories fitter,Female,62.00,44313.00,,,,
731,Motor vehicle accessories fitter,Male,2235.00,49251.00,,,,
571,Motor vehicle body builder,Female,28.00,47355.00,,,,
587,Motor vehicle body builder,Male,2296.00,59009.00,,,,
591,Motor vehicle licence inspector,Female,43.00,46767.00,,,,
536,Motor vehicle licence inspector,Male,198.00,62724.00,,,,
780,Motor vehicle painter,Female,127.00,37041.00,,,,
698,Motor vehicle painter,Male,6751.00,50879.00,,,,
883,Motor vehicle trimmer,Female,34.00,32766.00,,,,
780,Motor vehicle trimmer,Male,652.00,46961.00,,,,
945,Motorcycle mechanic,Female,14.00,30219.00,,,,
812,Motorcycle mechanic,Male,1621.00,45367.00,,,,
73,Mountain guide,Female,8.00,99131.00,,,,
1032,Mountain guide,Male,20.00,29760.00,,,,
450,Multimedia designer,Female,446.00,53517.00,,,,
541,Multimedia designer,Male,792.00,62411.00,,,,
982,Mushroom picker,Female,787.00,28364.00,,,,
1053,Mushroom picker,Male,314.00,27977.00,,,,
654,Music researcher; Musician - other music professional,Female,601.00,43092.00,,,,
729,Music researcher; Musician - other music professional,Male,1306.00,49293.00,,,,
745,Music teacher - private,Female,3108.00,38681.00,,,,
854,Music teacher - private,Male,2069.00,42373.00,,,,
892,Musical instrument repairer; Piano tuner,Female,28.00,32510.00,,,,
901,Musical instrument repairer; Piano tuner,Male,190.00,39670.00,,,,
749,Naturopath,Female,1146.00,38600.00,,,,
653,Naturopath,Male,195.00,53956.00,,,,
135,Naval architect,Female,25.00,79973.00,,,,
94,Naval architect,Male,335.00,118596.00,,,,
28,Neurologist,Female,97.00,155217.00,,,,
25,Neurologist,Male,221.00,298543.00,,,,
2,Neurosurgeon,Female,26.00,323682.00,,,,
1,Neurosurgeon,Male,142.00,577674.00,,,,
353,Newspaper journalist; Print journalist,Female,3324.00,59598.00,,,,
291,Newspaper journalist; Print journalist,Male,3083.00,82046.00,,,,
900,Newspaper photographer; Photographer,Female,2653.00,32138.00,,,,
724,Newspaper photographer; Photographer,Male,2859.00,49622.00,,,,
77,Newsreader - television; Television announcer; Television presenter,Female,341.00,97247.00,,,,
70,Newsreader - television; Television announcer; Television presenter,Male,321.00,136365.00,,,,
1047,Night filler; Shelf filler,Female,6462.00,24608.00,,,,
1069,Night filler; Shelf filler,Male,9878.00,26058.00,,,,
557,Night watchperson; Railway employee - patrol officer; Security guard; Security officer,Female,5109.00,48295.00,,,,
719,Night watchperson; Railway employee - patrol officer; Security guard; Security officer,Male,33171.00,49913.00,,,,
618,Noxious weeds and pest inspector; Pest and noxious weeds inspector,Female,45.00,44797.00,,,,
611,Noxious weeds and pest inspector; Pest and noxious weeds inspector,Male,459.00,56528.00,,,,
282,Nuclear medicine technologist,Female,419.00,64092.00,,,,
278,Nuclear medicine technologist,Male,224.00,83341.00,,,,
427,Nurse consultant - clinical; Nursing sister; Registered nurse - general; Registered nurse - other; Registered nurse - other; Student registered nurse,Female,96825.00,55240.00,,,,
498,Nurse consultant - clinical; Nursing sister; Registered nurse - general; Registered nurse - other; Registered nurse - other; Student registered nurse,Male,9417.00,65313.00,,,,
279,Nurse educator,Female,3286.00,64341.00,,,,
355,Nurse educator,Male,388.00,75970.00,,,,
393,Nurse practitioner,Female,20223.00,57585.00,,,,
445,Nurse practitioner,Male,1686.00,69132.00,,,,
942,Nursery assistant - horticulture; Nursery hand - plants,Female,3418.00,30339.00,,,,
961,Nursery assistant - horticulture; Nursery hand - plants,Male,2520.00,35600.00,,,,
833,Nursing assistant or aide,Female,23391.00,34524.00,,,,
917,Nursing assistant or aide,Male,3790.00,38028.00,,,,
79,Nursing clinical director,Female,1212.00,95509.00,,,,
121,Nursing clinical director,Male,224.00,108327.00,,,,
142,Nursing supervisor or manager,Female,3395.00,79294.00,,,,
274,Nursing supervisor or manager,Male,706.00,83954.00,,,,
773,Occupation not listed,Female,128239.00,37282.00,,,,
650,Occupation not listed,Male,139939.00,54081.00,,,,
155,Occupational health and safety adviser,Female,3981.00,77744.00,,,,
122,Occupational health and safety adviser,Male,6713.00,108049.00,,,,
449,Occupational therapist,Female,12633.00,53530.00,,,,
448,Occupational therapist,Male,1145.00,68583.00,,,,
472,Office administrator; Office manager,Female,153207.00,52565.00,,,,
476,Office administrator; Office manager,Male,22629.00,66280.00,,,,
512,Office machine mechanic,Female,42.00,50361.00,,,,
588,Office machine mechanic,Male,514.00,58871.00,,,,
500,Office secretary or stenographer; Stenographer,Female,34137.00,51118.00,,,,
638,Office secretary or stenographer; Stenographer,Male,345.00,54721.00,,,,
984,Office trainee Other clerical and,Female,702.00,28263.00,,,,
970,Office trainee Other clerical and,Male,443.00,34636.00,,,,
756,Opera singer; Singer; Vocalist,Female,368.00,38388.00,,,,
616,Opera singer; Singer; Vocalist,Male,315.00,55993.00,,,,
656,Operating theatre technician,Female,400.00,43007.00,,,,
747,Operating theatre technician,Male,820.00,48205.00,,,,
10,Ophthalmologist,Female,143.00,217242.00,,,,
2,Ophthalmologist,Male,423.00,552947.00,,,,
785,Optical dispenser,Female,3635.00,36736.00,,,,
771,Optical dispenser,Male,1011.00,47475.00,,,,
586,Optical mechanic,Female,295.00,46912.00,,,,
633,Optical mechanic,Male,516.00,55069.00,,,,
166,Optometrist,Female,1907.00,76331.00,,,,
132,Optometrist,Male,1655.00,105811.00,,,,
924,Order clerk; Sales clerk,Female,23685.00,31276.00,,,,
942,Order clerk; Sales clerk,Male,10440.00,36303.00,,,,
144,Organisational psychologist,Female,632.00,78596.00,,,,
182,Organisational psychologist,Male,225.00,97030.00,,,,
27,Orthopaedic surgeon,Female,61.00,159479.00,,,,
7,Orthopaedic surgeon,Male,805.00,439629.00,,,,
428,Orthoptist,Female,702.00,55222.00,,,,
253,Orthoptist,Male,109.00,86274.00,,,,
456,Orthotist; Prosthetist,Female,159.00,53099.00,,,,
404,Orthotist; Prosthetist,Male,195.00,72301.00,,,,
487,Osteopath,Female,301.00,51795.00,,,,
467,Osteopath,Male,216.00,67015.00,,,,
17,Otorhinolaryngologist,Female,17.00,200136.00,,,,
6,Otorhinolaryngologist,Male,85.00,445939.00,,,,
1017,Outdoor adventure guide - other,Female,88.00,26314.00,,,,
1009,Outdoor adventure guide - other,Male,183.00,31821.00,,,,
992,Outdoor adventure instructor,Female,584.00,27852.00,,,,
1008,Outdoor adventure instructor,Male,920.00,31825.00,,,,
